pokemon_id,pokemon_fr,pokemon_pokepedia,move_name,learn_method,learn_level
42,Nosferalto,Nosferalto,Mâchouille,level-up,0
42,Nosferalto,Nosferalto,Mâchouille,level-up,-1
42,Nosferalto,Nosferalto,Vive-Attaque,level-up,0
42,Nosferalto,Nosferalto,Vol-Vie,level-up,0
42,Nosferalto,Nosferalto,Ultrason,level-up,0
42,Nosferalto,Nosferalto,Morsure,level-up,0
42,Nosferalto,Nosferalto,Morsure,level-up,8
42,Nosferalto,Nosferalto,Cru-Aile,level-up,0
42,Nosferalto,Nosferalto,Cru-Aile,level-up,4
42,Nosferalto,Nosferalto,Onde Folie,level-up,17
42,Nosferalto,Nosferalto,Météores,level-up,12
42,Nosferalto,Nosferalto,Vampirisme,level-up,31
42,Nosferalto,Nosferalto,Buée Noire,level-up,20
42,Nosferalto,Nosferalto,Toxik,level-up,40
42,Nosferalto,Nosferalto,Lame d'Air,level-up,51
42,Nosferalto,Nosferalto,Coup d'Boule,ct,1
42,Nosferalto,Nosferalto,Provoc,ct,2
42,Nosferalto,Nosferalto,Repos,ct,5
42,Nosferalto,Nosferalto,Abri,ct,7
42,Nosferalto,Nosferalto,Clonage,ct,8
42,Nosferalto,Nosferalto,Façade,ct,12
42,Nosferalto,Nosferalto,Vol,ct,14
42,Nosferalto,Nosferalto,Demi-Tour,ct,18
42,Nosferalto,Nosferalto,Toxik,ct,27
42,Nosferalto,Nosferalto,Ball'Ombre,ct,43
42,Nosferalto,Nosferalto,Ultralaser,ct,48
42,Nosferalto,Nosferalto,Atterrissage,ct,50
42,Nosferalto,Nosferalto,Bomb-Beurk,ct,52
42,Nosferalto,Nosferalto,Méga-Sangsue,ct,53
43,Mystherbe,Mystherbe,Vol-Vie,level-up,0
43,Mystherbe,Mystherbe,Croissance,level-up,4
43,Mystherbe,Mystherbe,Acide,level-up,8
43,Mystherbe,Mystherbe,Poudre Toxik,level-up,12
43,Mystherbe,Mystherbe,Para-Spore,level-up,13
43,Mystherbe,Mystherbe,Poudre Dodo,level-up,14
43,Mystherbe,Mystherbe,Tranch'Herbe,level-up,18
43,Mystherbe,Mystherbe,Méga-Sangsue,level-up,22
43,Mystherbe,Mystherbe,Toxik,level-up,26
43,Mystherbe,Mystherbe,Pouvoir Lunaire,level-up,30
43,Mystherbe,Mystherbe,Coup d'Boule,ct,1
43,Mystherbe,Mystherbe,Repos,ct,5
43,Mystherbe,Mystherbe,Abri,ct,7
43,Mystherbe,Mystherbe,Clonage,ct,8
43,Mystherbe,Mystherbe,Protection,ct,9
43,Mystherbe,Mystherbe,Façade,ct,12
43,Mystherbe,Mystherbe,Toxik,ct,27
43,Mystherbe,Mystherbe,Éclat Magique,ct,32
43,Mystherbe,Mystherbe,Lance-Soleil,ct,45
43,Mystherbe,Mystherbe,Bomb-Beurk,ct,52
43,Mystherbe,Mystherbe,Méga-Sangsue,ct,53
44,Ortide,Ortide,Vol-Vie,level-up,0
44,Ortide,Ortide,Croissance,level-up,0
44,Ortide,Ortide,Croissance,level-up,4
44,Ortide,Ortide,Acide,level-up,0
44,Ortide,Ortide,Acide,level-up,8
44,Ortide,Ortide,Poudre Toxik,level-up,0
44,Ortide,Ortide,Poudre Toxik,level-up,12
44,Ortide,Ortide,Para-Spore,level-up,13
44,Ortide,Ortide,Poudre Dodo,level-up,14
44,Ortide,Ortide,Tranch'Herbe,level-up,18
44,Ortide,Ortide,Méga-Sangsue,level-up,27
44,Ortide,Ortide,Toxik,level-up,36
44,Ortide,Ortide,Pouvoir Lunaire,level-up,45
44,Ortide,Ortide,Coup d'Boule,ct,1
44,Ortide,Ortide,Repos,ct,5
44,Ortide,Ortide,Abri,ct,7
44,Ortide,Ortide,Clonage,ct,8
44,Ortide,Ortide,Protection,ct,9
44,Ortide,Ortide,Façade,ct,12
44,Ortide,Ortide,Toxik,ct,27
44,Ortide,Ortide,Éclat Magique,ct,32
44,Ortide,Ortide,Lance-Soleil,ct,45
44,Ortide,Ortide,Bomb-Beurk,ct,52
44,Ortide,Ortide,Méga-Sangsue,ct,53
45,Rafflesia,Rafflesia,Acide,level-up,0
45,Rafflesia,Rafflesia,Croissance,level-up,0
45,Rafflesia,Rafflesia,Poudre Toxik,level-up,0
45,Rafflesia,Rafflesia,Vol-Vie,level-up,0
45,Rafflesia,Rafflesia,Danse-Fleur,level-up,54
45,Rafflesia,Rafflesia,Lance-Soleil,level-up,0
45,Rafflesia,Rafflesia,Coup d'Boule,ct,1
45,Rafflesia,Rafflesia,Repos,ct,5
45,Rafflesia,Rafflesia,Abri,ct,7
45,Rafflesia,Rafflesia,Clonage,ct,8
45,Rafflesia,Rafflesia,Protection,ct,9
45,Rafflesia,Rafflesia,Façade,ct,12
45,Rafflesia,Rafflesia,Toxik,ct,27
45,Rafflesia,Rafflesia,Éclat Magique,ct,32
45,Rafflesia,Rafflesia,Lance-Soleil,ct,45
45,Rafflesia,Rafflesia,Ultralaser,ct,48
45,Rafflesia,Rafflesia,Bomb-Beurk,ct,52
45,Rafflesia,Rafflesia,Méga-Sangsue,ct,53
46,Paras,Paras,Griffe,level-up,0
46,Paras,Paras,Poudre Dodo,level-up,2
46,Paras,Paras,Para-Spore,level-up,4
46,Paras,Paras,Poudre Toxik,level-up,6
46,Paras,Paras,Vol-Vie,level-up,9
46,Paras,Paras,Combo-Griffe,level-up,15
46,Paras,Paras,Spore,level-up,27
46,Paras,Paras,Vampirisme,level-up,23
46,Paras,Paras,Tranche,level-up,19
46,Paras,Paras,Croissance,level-up,12
46,Paras,Paras,Plaie-Croix,level-up,31
46,Paras,Paras,Coup d'Boule,ct,1
46,Paras,Paras,Repos,ct,5
46,Paras,Paras,Mur Lumière,ct,6
46,Paras,Paras,Abri,ct,7
46,Paras,Paras,Clonage,ct,8
46,Paras,Paras,Protection,ct,9
46,Paras,Paras,Tunnel,ct,10
46,Paras,Paras,Façade,ct,12
46,Paras,Paras,Casse-Brique,ct,13
46,Paras,Paras,Plaie-Croix,ct,24
46,Paras,Paras,Toxik,ct,27
46,Paras,Paras,Lance-Soleil,ct,45
46,Paras,Paras,Bomb-Beurk,ct,52
46,Paras,Paras,Méga-Sangsue,ct,53
47,Parasect,Parasect,Griffe,level-up,0
47,Parasect,Parasect,Grincement,level-up,0
47,Parasect,Parasect,Vampigraine,level-up,0
47,Parasect,Parasect,Poudre Dodo,level-up,0
47,Parasect,Parasect,Poudre Dodo,level-up,2
47,Parasect,Parasect,Para-Spore,level-up,0
47,Parasect,Parasect,Para-Spore,level-up,4
47,Parasect,Parasect,Poudre Toxik,level-up,0
47,Parasect,Parasect,Poudre Toxik,level-up,6
47,Parasect,Parasect,Vol-Vie,level-up,9
47,Parasect,Parasect,Combo-Griffe,level-up,15
47,Parasect,Parasect,Spore,level-up,33
47,Parasect,Parasect,Vampirisme,level-up,23
47,Parasect,Parasect,Tranche,level-up,19
47,Parasect,Parasect,Croissance,level-up,12
47,Parasect,Parasect,Plaie-Croix,level-up,43
47,Parasect,Parasect,Coup d'Boule,ct,1
47,Parasect,Parasect,Repos,ct,5
47,Parasect,Parasect,Mur Lumière,ct,6
47,Parasect,Parasect,Abri,ct,7
47,Parasect,Parasect,Clonage,ct,8
47,Parasect,Parasect,Protection,ct,9
47,Parasect,Parasect,Tunnel,ct,10
47,Parasect,Parasect,Façade,ct,12
47,Parasect,Parasect,Casse-Brique,ct,13
47,Parasect,Parasect,Plaie-Croix,ct,24
47,Parasect,Parasect,Toxik,ct,27
47,Parasect,Parasect,Lance-Soleil,ct,45
47,Parasect,Parasect,Ultralaser,ct,48
47,Parasect,Parasect,Bomb-Beurk,ct,52
47,Parasect,Parasect,Méga-Sangsue,ct,53
48,Mimitoss,Mimitoss,Charge,level-up,0
48,Mimitoss,Mimitoss,Entrave,level-up,4
48,Mimitoss,Mimitoss,Ultrason,level-up,8
48,Mimitoss,Mimitoss,Choc Mental,level-up,12
48,Mimitoss,Mimitoss,Poudre Toxik,level-up,14
48,Mimitoss,Mimitoss,Rafale Psy,level-up,20
48,Mimitoss,Mimitoss,Para-Spore,level-up,16
48,Mimitoss,Mimitoss,Poudre Dodo,level-up,24
48,Mimitoss,Mimitoss,Vampirisme,level-up,28
48,Mimitoss,Mimitoss,Psyko,level-up,32
48,Mimitoss,Mimitoss,Coup d'Boule,ct,1
48,Mimitoss,Mimitoss,Repos,ct,5
48,Mimitoss,Mimitoss,Abri,ct,7
48,Mimitoss,Mimitoss,Clonage,ct,8
48,Mimitoss,Mimitoss,Protection,ct,9
48,Mimitoss,Mimitoss,Façade,ct,12
48,Mimitoss,Mimitoss,Toxik,ct,27
48,Mimitoss,Mimitoss,Psyko,ct,40
48,Mimitoss,Mimitoss,Lance-Soleil,ct,45
48,Mimitoss,Mimitoss,Bomb-Beurk,ct,52
48,Mimitoss,Mimitoss,Méga-Sangsue,ct,53
49,Aéromite,Aéromite,Charge,level-up,0
49,Aéromite,Aéromite,Grincement,level-up,0
49,Aéromite,Aéromite,Hâte,level-up,0
49,Aéromite,Aéromite,Tornade,level-up,0
49,Aéromite,Aéromite,Tornade,level-up,-1
49,Aéromite,Aéromite,Entrave,level-up,0
49,Aéromite,Aéromite,Entrave,level-up,4
49,Aéromite,Aéromite,Ultrason,level-up,0
49,Aéromite,Aéromite,Ultrason,level-up,8
49,Aéromite,Aéromite,Choc Mental,level-up,0
49,Aéromite,Aéromite,Choc Mental,level-up,12
49,Aéromite,Aéromite,Poudre Toxik,level-up,14
49,Aéromite,Aéromite,Rafale Psy,level-up,20
49,Aéromite,Aéromite,Para-Spore,level-up,16
49,Aéromite,Aéromite,Poudre Dodo,level-up,24
49,Aéromite,Aéromite,Vampirisme,level-up,28
49,Aéromite,Aéromite,Psyko,level-up,37
49,Aéromite,Aéromite,Bourdon,level-up,46
49,Aéromite,Aéromite,Papillodanse,level-up,55
49,Aéromite,Aéromite,Coup d'Boule,ct,1
49,Aéromite,Aéromite,Téléport,ct,4
49,Aéromite,Aéromite,Repos,ct,5
49,Aéromite,Aéromite,Abri,ct,7
49,Aéromite,Aéromite,Clonage,ct,8
49,Aéromite,Aéromite,Protection,ct,9
49,Aéromite,Aéromite,Façade,ct,12
49,Aéromite,Aéromite,Demi-Tour,ct,18
49,Aéromite,Aéromite,Toxik,ct,27
49,Aéromite,Aéromite,Psyko,ct,40
49,Aéromite,Aéromite,Lance-Soleil,ct,45
49,Aéromite,Aéromite,Ultralaser,ct,48
49,Aéromite,Aéromite,Atterrissage,ct,50
49,Aéromite,Aéromite,Bomb-Beurk,ct,52
49,Aéromite,Aéromite,Méga-Sangsue,ct,53
49,Aéromite,Aéromite,Dévorêve,ct,59
50,Taupiqueur,Taupiqueur,Griffe,level-up,0
50,Taupiqueur,Taupiqueur,Jet de Sable,level-up,4
50,Taupiqueur,Taupiqueur,Rugissement,level-up,8
50,Taupiqueur,Taupiqueur,Hâte,level-up,12
50,Taupiqueur,Taupiqueur,Combo-Griffe,level-up,15
50,Taupiqueur,Taupiqueur,Coup Bas,level-up,25
50,Taupiqueur,Taupiqueur,Tunnel,level-up,18
50,Taupiqueur,Taupiqueur,Tranche,level-up,21
50,Taupiqueur,Taupiqueur,Séisme,level-up,29
50,Taupiqueur,Taupiqueur,Abîme,level-up,33
50,Taupiqueur,Taupiqueur,Coup d'Boule,ct,1
50,Taupiqueur,Taupiqueur,Repos,ct,5
50,Taupiqueur,Taupiqueur,Abri,ct,7
50,Taupiqueur,Taupiqueur,Clonage,ct,8
50,Taupiqueur,Taupiqueur,Tunnel,ct,10
50,Taupiqueur,Taupiqueur,Façade,ct,12
50,Taupiqueur,Taupiqueur,Éboulement,ct,22
50,Taupiqueur,Taupiqueur,Toxik,ct,27
50,Taupiqueur,Taupiqueur,Séisme,ct,41
50,Taupiqueur,Taupiqueur,Bomb-Beurk,ct,52
50,Taupiqueur,Taupiqueur,Piège de Roc,ct,56
51,Triopikeur,Triopikeur,Griffe,level-up,0
51,Triopikeur,Triopikeur,Grincement,level-up,0
51,Triopikeur,Triopikeur,Triplattaque,level-up,0
51,Triopikeur,Triopikeur,Triplattaque,level-up,-1
51,Triopikeur,Triopikeur,Jet de Sable,level-up,0
51,Triopikeur,Triopikeur,Jet de Sable,level-up,4
51,Triopikeur,Triopikeur,Rugissement,level-up,0
51,Triopikeur,Triopikeur,Rugissement,level-up,8
51,Triopikeur,Triopikeur,Hâte,level-up,0
51,Triopikeur,Triopikeur,Hâte,level-up,12
51,Triopikeur,Triopikeur,Combo-Griffe,level-up,15
51,Triopikeur,Triopikeur,Coup Bas,level-up,25
51,Triopikeur,Triopikeur,Tunnel,level-up,18
51,Triopikeur,Triopikeur,Tranche,level-up,21
51,Triopikeur,Triopikeur,Séisme,level-up,35
51,Triopikeur,Triopikeur,Abîme,level-up,45
51,Triopikeur,Triopikeur,Coup d'Boule,ct,1
51,Triopikeur,Triopikeur,Repos,ct,5
51,Triopikeur,Triopikeur,Abri,ct,7
51,Triopikeur,Triopikeur,Clonage,ct,8
51,Triopikeur,Triopikeur,Tunnel,ct,10
51,Triopikeur,Triopikeur,Façade,ct,12
51,Triopikeur,Triopikeur,Éboulement,ct,22
51,Triopikeur,Triopikeur,Toxik,ct,27
51,Triopikeur,Triopikeur,Triplattaque,ct,28
51,Triopikeur,Triopikeur,Séisme,ct,41
51,Triopikeur,Triopikeur,Ultralaser,ct,48
51,Triopikeur,Triopikeur,Bomb-Beurk,ct,52
51,Triopikeur,Triopikeur,Piège de Roc,ct,56
52,Miaouss,Miaouss,Griffe,level-up,0
52,Miaouss,Miaouss,Rugissement,level-up,0
52,Miaouss,Miaouss,Morsure,level-up,0
52,Miaouss,Miaouss,Morsure,level-up,3
52,Miaouss,Miaouss,Bluff,level-up,0
52,Miaouss,Miaouss,Bluff,level-up,6
52,Miaouss,Miaouss,Combo-Griffe,level-up,19
52,Miaouss,Miaouss,Grincement,level-up,23
52,Miaouss,Miaouss,Provoc,level-up,9
52,Miaouss,Miaouss,Jackpot,level-up,12
52,Miaouss,Miaouss,Tranche,level-up,27
52,Miaouss,Miaouss,Câlinerie,level-up,35
52,Miaouss,Miaouss,Machination,level-up,31
52,Miaouss,Miaouss,Ruse,level-up,15
52,Miaouss,Miaouss,Coup d'Boule,ct,1
52,Miaouss,Miaouss,Provoc,ct,2
52,Miaouss,Miaouss,Repos,ct,5
52,Miaouss,Miaouss,Abri,ct,7
52,Miaouss,Miaouss,Clonage,ct,8
52,Miaouss,Miaouss,Tunnel,ct,10
52,Miaouss,Miaouss,Façade,ct,12
52,Miaouss,Miaouss,Demi-Tour,ct,18
52,Miaouss,Miaouss,Queue de Fer,ct,19
52,Miaouss,Miaouss,Vibrobscur,ct,20
52,Miaouss,Miaouss,Tricherie,ct,21
52,Miaouss,Miaouss,Toxik,ct,27
52,Miaouss,Miaouss,Tonnerre,ct,36
52,Miaouss,Miaouss,Fatal-Foudre,ct,38
52,Miaouss,Miaouss,Ball'Ombre,ct,43
52,Miaouss,Miaouss,Câlinerie,ct,44
52,Miaouss,Miaouss,Jackpot,ct,57
53,Persian,Persian,Amnésie,level-up,0
53,Persian,Persian,Griffe,level-up,0
53,Persian,Persian,Hypnose,level-up,0
53,Persian,Persian,Météores,level-up,0
53,Persian,Persian,Météores,level-up,-1
53,Persian,Persian,Rugissement,level-up,0
53,Persian,Persian,Morsure,level-up,0
53,Persian,Persian,Morsure,level-up,3
53,Persian,Persian,Bluff,level-up,0
53,Persian,Persian,Bluff,level-up,6
53,Persian,Persian,Jackpot,level-up,12
53,Persian,Persian,Combo-Griffe,level-up,19
53,Persian,Persian,Grincement,level-up,23
53,Persian,Persian,Provoc,level-up,9
53,Persian,Persian,Tranche,level-up,27
53,Persian,Persian,Machination,level-up,37
53,Persian,Persian,Câlinerie,level-up,47
53,Persian,Persian,Ruse,level-up,15
53,Persian,Persian,Coup d'Boule,ct,1
53,Persian,Persian,Provoc,ct,2
53,Persian,Persian,Repos,ct,5
53,Persian,Persian,Abri,ct,7
53,Persian,Persian,Clonage,ct,8
53,Persian,Persian,Tunnel,ct,10
53,Persian,Persian,Façade,ct,12
53,Persian,Persian,Demi-Tour,ct,18
53,Persian,Persian,Queue de Fer,ct,19
53,Persian,Persian,Vibrobscur,ct,20
53,Persian,Persian,Tricherie,ct,21
53,Persian,Persian,Toxik,ct,27
53,Persian,Persian,Tonnerre,ct,36
53,Persian,Persian,Fatal-Foudre,ct,38
53,Persian,Persian,Ball'Ombre,ct,43
53,Persian,Persian,Câlinerie,ct,44
53,Persian,Persian,Ultralaser,ct,48
53,Persian,Persian,Jackpot,ct,57
53,Persian,Persian,Dévorêve,ct,59
54,Psykokwak,Psykokwak,Griffe,level-up,0
54,Psykokwak,Psykokwak,Mimi-Queue,level-up,5
54,Psykokwak,Psykokwak,Pistolet à O,level-up,9
54,Psykokwak,Psykokwak,Choc Mental,level-up,14
54,Psykokwak,Psykokwak,Combo-Griffe,level-up,18
54,Psykokwak,Psykokwak,Entrave,level-up,23
54,Psykokwak,Psykokwak,Grincement,level-up,32
54,Psykokwak,Psykokwak,Rafale Psy,level-up,27
54,Psykokwak,Psykokwak,Surf,level-up,36
54,Psykokwak,Psykokwak,Amnésie,level-up,41
54,Psykokwak,Psykokwak,Hydrocanon,level-up,45
54,Psykokwak,Psykokwak,Coup d'Boule,ct,1
54,Psykokwak,Psykokwak,Repos,ct,5
54,Psykokwak,Psykokwak,Mur Lumière,ct,6
54,Psykokwak,Psykokwak,Abri,ct,7
54,Psykokwak,Psykokwak,Clonage,ct,8
54,Psykokwak,Psykokwak,Tunnel,ct,10
54,Psykokwak,Psykokwak,Façade,ct,12
54,Psykokwak,Psykokwak,Casse-Brique,ct,13
54,Psykokwak,Psykokwak,Frappe Atlas,ct,15
54,Psykokwak,Psykokwak,Queue de Fer,ct,19
54,Psykokwak,Psykokwak,Cascade,ct,25
54,Psykokwak,Psykokwak,Toxik,ct,27
54,Psykokwak,Psykokwak,Ébullition,ct,29
54,Psykokwak,Psykokwak,Plénitude,ct,33
54,Psykokwak,Psykokwak,Poing-Glace,ct,35
54,Psykokwak,Psykokwak,Psyko,ct,40
54,Psykokwak,Psykokwak,Surf,ct,47
54,Psykokwak,Psykokwak,Blizzard,ct,51
54,Psykokwak,Psykokwak,Laser Glace,ct,55
54,Psykokwak,Psykokwak,Jackpot,ct,57
55,Akwakwak,Akwakwak,Bâillement,level-up,0
55,Akwakwak,Akwakwak,Encore,level-up,0
55,Akwakwak,Akwakwak,Griffe,level-up,0
55,Akwakwak,Akwakwak,Mimi-Queue,level-up,0
55,Akwakwak,Akwakwak,Mimi-Queue,level-up,5
55,Akwakwak,Akwakwak,Pistolet à O,level-up,0
55,Akwakwak,Akwakwak,Pistolet à O,level-up,9
55,Akwakwak,Akwakwak,Choc Mental,level-up,0
55,Akwakwak,Akwakwak,Choc Mental,level-up,14
55,Akwakwak,Akwakwak,Combo-Griffe,level-up,18
55,Akwakwak,Akwakwak,Entrave,level-up,23
55,Akwakwak,Akwakwak,Grincement,level-up,32
55,Akwakwak,Akwakwak,Rafale Psy,level-up,27
55,Akwakwak,Akwakwak,Amnésie,level-up,53
55,Akwakwak,Akwakwak,Surf,level-up,42
55,Akwakwak,Akwakwak,Hydrocanon,level-up,63
55,Akwakwak,Akwakwak,Coup d'Boule,ct,1
55,Akwakwak,Akwakwak,Repos,ct,5
55,Akwakwak,Akwakwak,Mur Lumière,ct,6
55,Akwakwak,Akwakwak,Abri,ct,7
55,Akwakwak,Akwakwak,Clonage,ct,8
55,Akwakwak,Akwakwak,Tunnel,ct,10
55,Akwakwak,Akwakwak,Façade,ct,12
55,Akwakwak,Akwakwak,Casse-Brique,ct,13
55,Akwakwak,Akwakwak,Frappe Atlas,ct,15
55,Akwakwak,Akwakwak,Queue de Fer,ct,19
55,Akwakwak,Akwakwak,Cascade,ct,25
55,Akwakwak,Akwakwak,Toxik,ct,27
55,Akwakwak,Akwakwak,Ébullition,ct,29
55,Akwakwak,Akwakwak,Plénitude,ct,33
55,Akwakwak,Akwakwak,Poing-Glace,ct,35
55,Akwakwak,Akwakwak,Psyko,ct,40
55,Akwakwak,Akwakwak,Surf,ct,47
55,Akwakwak,Akwakwak,Ultralaser,ct,48
55,Akwakwak,Akwakwak,Blizzard,ct,51
55,Akwakwak,Akwakwak,Laser Glace,ct,55
55,Akwakwak,Akwakwak,Jackpot,ct,57
56,Férosinge,Férosinge,Griffe,level-up,0
56,Férosinge,Férosinge,Groz'Yeux,level-up,0
56,Férosinge,Férosinge,Combo-Griffe,level-up,16
56,Férosinge,Férosinge,Puissance,level-up,5
56,Férosinge,Férosinge,Poing-Karaté,level-up,13
56,Férosinge,Férosinge,Provoc,level-up,8
56,Férosinge,Férosinge,Frappe Atlas,level-up,24
56,Férosinge,Férosinge,Balayage,level-up,21
56,Férosinge,Férosinge,Demi-Tour,level-up,29
56,Férosinge,Férosinge,Mania,level-up,37
56,Férosinge,Férosinge,Grincement,level-up,32
56,Férosinge,Férosinge,Colère,level-up,40
56,Férosinge,Férosinge,Coup d'Boule,ct,1
56,Férosinge,Férosinge,Provoc,ct,2
56,Férosinge,Férosinge,Coup d'Main,ct,3
56,Férosinge,Férosinge,Repos,ct,5
56,Férosinge,Férosinge,Abri,ct,7
56,Férosinge,Férosinge,Clonage,ct,8
56,Férosinge,Férosinge,Tunnel,ct,10
56,Férosinge,Férosinge,Façade,ct,12
56,Férosinge,Férosinge,Casse-Brique,ct,13
56,Férosinge,Férosinge,Frappe Atlas,ct,15
56,Férosinge,Férosinge,Demi-Tour,ct,18
56,Férosinge,Férosinge,Queue de Fer,ct,19
56,Férosinge,Férosinge,Éboulement,ct,22
56,Férosinge,Férosinge,Poing-Éclair,ct,23
56,Férosinge,Férosinge,Direct Toxik,ct,26
56,Férosinge,Férosinge,Toxik,ct,27
56,Férosinge,Férosinge,Gonflette,ct,30
56,Férosinge,Férosinge,Poing de Feu,ct,31
56,Férosinge,Férosinge,Poing-Glace,ct,35
56,Férosinge,Férosinge,Tonnerre,ct,36
56,Férosinge,Férosinge,Fatal-Foudre,ct,38
56,Férosinge,Férosinge,Colère,ct,39
56,Férosinge,Férosinge,Séisme,ct,41
56,Férosinge,Férosinge,Jackpot,ct,57
57,Colossinge,Colossinge,Encore,level-up,0
57,Colossinge,Colossinge,Frénésie,level-up,0
57,Colossinge,Colossinge,Frénésie,level-up,-1
57,Colossinge,Colossinge,Griffe,level-up,0
57,Colossinge,Colossinge,Groz'Yeux,level-up,0
57,Colossinge,Colossinge,Riposte,level-up,0
57,Colossinge,Colossinge,Combo-Griffe,level-up,16
57,Colossinge,Colossinge,Puissance,level-up,0
57,Colossinge,Colossinge,Puissance,level-up,5
57,Colossinge,Colossinge,Poing-Karaté,level-up,13
57,Colossinge,Colossinge,Provoc,level-up,0
57,Colossinge,Colossinge,Provoc,level-up,8
57,Colossinge,Colossinge,Frappe Atlas,level-up,24
57,Colossinge,Colossinge,Balayage,level-up,21
57,Colossinge,Colossinge,Demi-Tour,level-up,33
57,Colossinge,Colossinge,Mania,level-up,49
57,Colossinge,Colossinge,Grincement,level-up,40
57,Colossinge,Colossinge,Colère,level-up,56
57,Colossinge,Colossinge,Coup d'Boule,ct,1
57,Colossinge,Colossinge,Provoc,ct,2
57,Colossinge,Colossinge,Coup d'Main,ct,3
57,Colossinge,Colossinge,Repos,ct,5
57,Colossinge,Colossinge,Abri,ct,7
57,Colossinge,Colossinge,Clonage,ct,8
57,Colossinge,Colossinge,Tunnel,ct,10
57,Colossinge,Colossinge,Façade,ct,12
57,Colossinge,Colossinge,Casse-Brique,ct,13
57,Colossinge,Colossinge,Frappe Atlas,ct,15
57,Colossinge,Colossinge,Demi-Tour,ct,18
57,Colossinge,Colossinge,Queue de Fer,ct,19
57,Colossinge,Colossinge,Éboulement,ct,22
57,Colossinge,Colossinge,Poing-Éclair,ct,23
57,Colossinge,Colossinge,Direct Toxik,ct,26
57,Colossinge,Colossinge,Toxik,ct,27
57,Colossinge,Colossinge,Gonflette,ct,30
57,Colossinge,Colossinge,Poing de Feu,ct,31
57,Colossinge,Colossinge,Poing-Glace,ct,35
57,Colossinge,Colossinge,Tonnerre,ct,36
57,Colossinge,Colossinge,Fatal-Foudre,ct,38
57,Colossinge,Colossinge,Colère,ct,39
57,Colossinge,Colossinge,Séisme,ct,41
57,Colossinge,Colossinge,Ultralaser,ct,48
57,Colossinge,Colossinge,Jackpot,ct,57
58,Caninos,Caninos,Hurlement,level-up,0
58,Caninos,Caninos,Morsure,level-up,0
58,Caninos,Caninos,Flammèche,level-up,3
58,Caninos,Caninos,Groz'Yeux,level-up,7
58,Caninos,Caninos,Coup d'Main,level-up,10
58,Caninos,Caninos,Bélier,level-up,14
58,Caninos,Caninos,Hâte,level-up,21
58,Caninos,Caninos,Lance-Flammes,level-up,17
58,Caninos,Caninos,Câlinerie,level-up,35
58,Caninos,Caninos,Mâchouille,level-up,28
58,Caninos,Caninos,Canicule,level-up,24
58,Caninos,Caninos,Colère,level-up,31
58,Caninos,Caninos,Boutefeu,level-up,38
58,Caninos,Caninos,Coup d'Boule,ct,1
58,Caninos,Caninos,Coup d'Main,ct,3
58,Caninos,Caninos,Repos,ct,5
58,Caninos,Caninos,Abri,ct,7
58,Caninos,Caninos,Clonage,ct,8
58,Caninos,Caninos,Protection,ct,9
58,Caninos,Caninos,Tunnel,ct,10
58,Caninos,Caninos,Feu Follet,ct,11
58,Caninos,Caninos,Façade,ct,12
58,Caninos,Caninos,Queue de Fer,ct,19
58,Caninos,Caninos,Toxik,ct,27
58,Caninos,Caninos,Lance-Flammes,ct,37
58,Caninos,Caninos,Colère,ct,39
58,Caninos,Caninos,Câlinerie,ct,44
58,Caninos,Caninos,Déflagration,ct,46
59,Arcanin,Arcanin,Damoclès,level-up,0
59,Arcanin,Arcanin,Flammèche,level-up,0
59,Arcanin,Arcanin,Groz'Yeux,level-up,0
59,Arcanin,Arcanin,Hurlement,level-up,0
59,Arcanin,Arcanin,Morsure,level-up,0
59,Arcanin,Arcanin,Coup d'Boule,ct,1
59,Arcanin,Arcanin,Coup d'Main,ct,3
59,Arcanin,Arcanin,Téléport,ct,4
59,Arcanin,Arcanin,Repos,ct,5
59,Arcanin,Arcanin,Abri,ct,7
59,Arcanin,Arcanin,Clonage,ct,8
59,Arcanin,Arcanin,Protection,ct,9
59,Arcanin,Arcanin,Tunnel,ct,10
59,Arcanin,Arcanin,Feu Follet,ct,11
59,Arcanin,Arcanin,Façade,ct,12
59,Arcanin,Arcanin,Queue de Fer,ct,19
59,Arcanin,Arcanin,Toxik,ct,27
59,Arcanin,Arcanin,Dracochoc,ct,34
59,Arcanin,Arcanin,Lance-Flammes,ct,37
59,Arcanin,Arcanin,Colère,ct,39
59,Arcanin,Arcanin,Câlinerie,ct,44
59,Arcanin,Arcanin,Lance-Soleil,ct,45
59,Arcanin,Arcanin,Déflagration,ct,46
59,Arcanin,Arcanin,Ultralaser,ct,48
59,Arcanin,Arcanin,Surpuissance,ct,49
60,Ptitard,Ptitard,Écras'Face,level-up,4
60,Ptitard,Ptitard,Pistolet à O,level-up,12
60,Ptitard,Ptitard,Hypnose,level-up,8
60,Ptitard,Ptitard,Écume,level-up,0
60,Ptitard,Ptitard,Torgnoles,level-up,16
60,Ptitard,Ptitard,Plaquage,level-up,31
60,Ptitard,Ptitard,Bulles d'O,level-up,21
60,Ptitard,Ptitard,Balayage,level-up,26
60,Ptitard,Ptitard,Hydrocanon,level-up,36
60,Ptitard,Ptitard,Coup d'Boule,ct,1
60,Ptitard,Ptitard,Coup d'Main,ct,3
60,Ptitard,Ptitard,Repos,ct,5
60,Ptitard,Ptitard,Abri,ct,7
60,Ptitard,Ptitard,Clonage,ct,8
60,Ptitard,Ptitard,Tunnel,ct,10
